fname,bbox,class_id,class_name
01784.jpg,"{'x1': np.uint8(19), 'y1': np.uint8(184), 'x2': np.uint16(886), 'y2': np.uint16(722)}",95,Dodge Durango SUV 2007
01785.jpg,"{'x1': np.uint8(22), 'y1': np.uint8(69), 'x2': np.uint8(231), 'y2': np.uint8(154)}",73,Chevrolet Malibu Sedan 2007
01786.jpg,"{'x1': np.uint8(114), 'y1': np.uint8(67), 'x2': np.uint16(553), 'y2': np.uint16(371)}",10,Aston Martin Virage Convertible 2012
01787.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(26), 'x2': np.uint8(98), 'y2': np.uint8(68)}",123,Geo Metro Convertible 1993
01788.jpg,"{'x1': np.uint8(9), 'y1': np.uint8(11), 'x2': np.uint8(141), 'y2': np.uint8(85)}",88,Dodge Sprinter Cargo Van 2009
01789.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(83), 'x2': np.uint16(561), 'y2': np.uint16(422)}",87,Dodge Ram Pickup 3500 Quad Cab 2009
01790.jpg,"{'x1': np.uint8(45), 'y1': np.uint8(81), 'x2': np.uint16(578), 'y2': np.uint16(397)}",113,Ford F-150 Regular Cab 2012
01791.jpg,"{'x1': np.uint8(40), 'y1': np.uint8(58), 'x2': np.uint16(1916), 'y2': np.uint16(1018)}",170,Nissan Juke Hatchback 2012
01792.jpg,"{'x1': np.uint8(44), 'y1': np.uint8(20), 'x2': np.uint16(1225), 'y2': np.uint16(739)}",39,Bentley Continental Supersports Conv. Convertible 2012
01793.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(37), 'x2': np.uint16(257), 'y2': np.uint8(175)}",116,Ford E-Series Wagon Van 2012
01794.jpg,"{'x1': np.uint8(115), 'y1': np.uint8(157), 'x2': np.uint16(619), 'y2': np.uint16(361)}",178,Scion xD Hatchback 2012
01795.jpg,"{'x1': np.uint8(28), 'y1': np.uint8(47), 'x2': np.uint16(1007), 'y2': np.uint16(598)}",78,Chrysler Town and Country Minivan 2012
01796.jpg,"{'x1': np.uint8(127), 'y1': np.uint8(49), 'x2': np.uint16(552), 'y2': np.uint16(331)}",78,Chrysler Town and Country Minivan 2012
01797.jpg,"{'x1': np.uint8(25), 'y1': np.uint8(19), 'x2': np.uint16(612), 'y2': np.uint16(302)}",154,Land Rover Range Rover SUV 2012
01798.jpg,"{'x1': np.uint8(42), 'y1': np.uint8(158), 'x2': np.uint16(496), 'y2': np.uint16(355)}",171,Nissan 240SX Coupe 1998
01799.jpg,"{'x1': np.uint8(52), 'y1': np.uint8(105), 'x2': np.uint8(233), 'y2': np.uint8(194)}",84,Dodge Caliber Wagon 2007
01800.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(97), 'x2': np.uint16(608), 'y2': np.uint16(440)}",124,HUMMER H3T Crew Cab 2010
01801.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(25), 'x2': np.uint8(239), 'y2': np.uint8(182)}",95,Dodge Durango SUV 2007
01802.jpg,"{'x1': np.uint8(10), 'y1': np.uint8(42), 'x2': np.uint16(298), 'y2': np.uint8(203)}",76,Chrysler Aspen SUV 2009
01803.jpg,"{'x1': np.uint8(58), 'y1': np.uint8(48), 'x2': np.uint16(340), 'y2': np.uint8(217)}",13,Audi A5 Coupe 2012
01804.jpg,"{'x1': np.uint8(37), 'y1': np.uint16(334), 'x2': np.uint16(1486), 'y2': np.uint16(1120)}",93,Dodge Challenger SRT8 2011
01805.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(37), 'x2': np.uint16(284), 'y2': np.uint8(160)}",15,Audi R8 Coupe 2012
01806.jpg,"{'x1': np.uint8(10), 'y1': np.uint8(62), 'x2': np.uint8(252), 'y2': np.uint8(149)}",54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
01807.jpg,"{'x1': np.uint8(14), 'y1': np.uint8(135), 'x2': np.uint16(374), 'y2': np.uint16(268)}",34,BMW M3 Coupe 2012
01808.jpg,"{'x1': np.uint8(82), 'y1': np.uint8(133), 'x2': np.uint16(974), 'y2': np.uint16(665)}",75,Chevrolet Silverado 1500 Regular Cab 2012
01809.jpg,"{'x1': np.uint8(39), 'y1': np.uint8(155), 'x2': np.uint16(555), 'y2': np.uint16(343)}",177,Rolls-Royce Phantom Sedan 2012
01810.jpg,"{'x1': np.uint8(21), 'y1': np.uint8(243), 'x2': np.uint16(617), 'y2': np.uint16(422)}",21,Audi S5 Convertible 2012
01811.jpg,"{'x1': np.uint8(118), 'y1': np.uint8(140), 'x2': np.uint16(364), 'y2': np.uint16(303)}",52,Cadillac SRX SUV 2012
01812.jpg,"{'x1': np.uint8(57), 'y1': np.uint8(64), 'x2': np.uint16(1005), 'y2': np.uint16(608)}",59,Chevrolet Camaro Convertible 2012
01813.jpg,"{'x1': np.uint8(81), 'y1': np.uint8(185), 'x2': np.uint16(385), 'y2': np.uint16(333)}",155,Land Rover LR2 SUV 2012
01814.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(128), 'x2': np.uint16(448), 'y2': np.uint16(341)}",194,Volvo 240 Sedan 1993
01815.jpg,"{'x1': np.uint8(14), 'y1': np.uint8(23), 'x2': np.uint8(250), 'y2': np.uint8(163)}",54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
01816.jpg,"{'x1': np.uint8(111), 'y1': np.uint8(92), 'x2': np.uint16(645), 'y2': np.uint16(435)}",78,Chrysler Town and Country Minivan 2012
01817.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(14), 'x2': np.uint16(437), 'y2': np.uint16(287)}",52,Cadillac SRX SUV 2012
01818.jpg,"{'x1': np.uint8(25), 'y1': np.uint8(62), 'x2': np.uint16(555), 'y2': np.uint16(330)}",46,Bugatti Veyron 16.4 Coupe 2009
01819.jpg,"{'x1': np.uint8(22), 'y1': np.uint8(52), 'x2': np.uint16(257), 'y2': np.uint8(176)}",8,Aston Martin V8 Vantage Convertible 2012
01820.jpg,"{'x1': np.uint8(88), 'y1': np.uint8(233), 'x2': np.uint16(956), 'y2': np.uint16(620)}",164,Mercedes-Benz E-Class Sedan 2012
01821.jpg,"{'x1': np.uint8(87), 'y1': np.uint8(129), 'x2': np.uint16(758), 'y2': np.uint16(358)}",29,BMW 3 Series Sedan 2012
01822.jpg,"{'x1': np.uint8(23), 'y1': np.uint8(28), 'x2': np.uint16(600), 'y2': np.uint16(412)}",139,Hyundai Elantra Touring Hatchback 2012
01823.jpg,"{'x1': np.uint8(82), 'y1': np.uint8(109), 'x2': np.uint16(450), 'y2': np.uint16(300)}",81,Chrysler PT Cruiser Convertible 2008
01824.jpg,"{'x1': np.uint8(55), 'y1': np.uint8(31), 'x2': np.uint16(341), 'y2': np.uint8(238)}",186,Toyota Sequoia SUV 2012
01825.jpg,"{'x1': np.uint8(79), 'y1': np.uint8(49), 'x2': np.uint16(555), 'y2': np.uint16(421)}",35,BMW M5 Sedan 2010
01826.jpg,"{'x1': np.uint8(31), 'y1': np.uint8(10), 'x2': np.uint16(621), 'y2': np.uint16(400)}",85,Dodge Caravan Minivan 1997
01827.jpg,"{'x1': np.uint8(188), 'y1': np.uint16(282), 'x2': np.uint16(1585), 'y2': np.uint16(1157)}",63,Chevrolet Sonic Sedan 2012
01828.jpg,"{'x1': np.uint8(70), 'y1': np.uint8(105), 'x2': np.uint16(443), 'y2': np.uint16(285)}",49,Buick Verano Sedan 2012
01829.jpg,"{'x1': np.uint8(36), 'y1': np.uint8(103), 'x2': np.uint16(589), 'y2': np.uint16(325)}",139,Hyundai Elantra Touring Hatchback 2012
01830.jpg,"{'x1': np.uint8(78), 'y1': np.uint8(106), 'x2': np.uint16(709), 'y2': np.uint16(502)}",132,Hyundai Tucson SUV 2012
01831.jpg,"{'x1': np.uint8(43), 'y1': np.uint8(69), 'x2': np.uint16(608), 'y2': np.uint16(452)}",116,Ford E-Series Wagon Van 2012
01832.jpg,"{'x1': np.uint8(29), 'y1': np.uint8(18), 'x2': np.uint8(157), 'y2': np.uint8(86)}",1,AM General Hummer SUV 2000
01833.jpg,"{'x1': np.uint8(21), 'y1': np.uint8(97), 'x2': np.uint16(622), 'y2': np.uint16(387)}",11,Aston Martin Virage Coupe 2012
01834.jpg,"{'x1': np.uint8(143), 'y1': np.uint8(91), 'x2': np.uint16(556), 'y2': np.uint16(370)}",124,HUMMER H3T Crew Cab 2010
01835.jpg,"{'x1': np.uint8(72), 'y1': np.uint8(94), 'x2': np.uint16(577), 'y2': np.uint16(397)}",91,Dodge Dakota Club Cab 2007
01836.jpg,"{'x1': np.uint8(81), 'y1': np.uint8(87), 'x2': np.uint16(581), 'y2': np.uint16(348)}",87,Dodge Ram Pickup 3500 Quad Cab 2009
01837.jpg,"{'x1': np.uint8(79), 'y1': np.uint8(118), 'x2': np.uint16(373), 'y2': np.uint16(262)}",90,Dodge Dakota Crew Cab 2010
01838.jpg,"{'x1': np.uint8(5), 'y1': np.uint8(37), 'x2': np.uint16(280), 'y2': np.uint8(157)}",27,BMW 1 Series Convertible 2012
01839.jpg,"{'x1': np.uint8(124), 'y1': np.uint8(43), 'x2': np.uint16(955), 'y2': np.uint16(406)}",26,BMW ActiveHybrid 5 Sedan 2012
01840.jpg,"{'x1': np.uint8(98), 'y1': np.uint8(55), 'x2': np.uint16(686), 'y2': np.uint16(463)}",144,Jaguar XK XKR 2012
01841.jpg,"{'x1': np.uint8(5), 'y1': np.uint8(56), 'x2': np.uint16(495), 'y2': np.uint8(210)}",26,BMW ActiveHybrid 5 Sedan 2012
01842.jpg,"{'x1': np.uint8(30), 'y1': np.uint8(36), 'x2': np.uint16(452), 'y2': np.uint8(237)}",163,Mercedes-Benz SL-Class Coupe 2009
01843.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(87), 'x2': np.uint16(635), 'y2': np.uint16(468)}",186,Toyota Sequoia SUV 2012
01844.jpg,"{'x1': np.uint8(33), 'y1': np.uint8(176), 'x2': np.uint16(608), 'y2': np.uint16(468)}",194,Volvo 240 Sedan 1993
01845.jpg,"{'x1': np.uint8(65), 'y1': np.uint8(65), 'x2': np.uint16(268), 'y2': np.uint8(180)}",162,Mercedes-Benz C-Class Sedan 2012
01846.jpg,"{'x1': np.uint8(137), 'y1': np.uint16(391), 'x2': np.uint16(926), 'y2': np.uint16(675)}",150,Lamborghini Reventon Coupe 2008
01847.jpg,"{'x1': np.uint8(160), 'y1': np.uint8(208), 'x2': np.uint16(1465), 'y2': np.uint16(1018)}",55,Chevrolet Corvette Convertible 2012
01848.jpg,"{'x1': np.uint8(23), 'y1': np.uint8(104), 'x2': np.uint16(447), 'y2': np.uint16(306)}",23,Audi S4 Sedan 2012
01849.jpg,"{'x1': np.uint8(12), 'y1': np.uint8(115), 'x2': np.uint16(640), 'y2': np.uint16(470)}",121,GMC Acadia SUV 2012
01850.jpg,"{'x1': np.uint16(309), 'y1': np.uint8(190), 'x2': np.uint16(970), 'y2': np.uint16(506)}",140,Hyundai Azera Sedan 2012
01851.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(104), 'x2': np.uint16(293), 'y2': np.uint8(185)}",31,BMW 6 Series Convertible 2007
01852.jpg,"{'x1': np.uint8(27), 'y1': np.uint8(21), 'x2': np.uint16(626), 'y2': np.uint16(433)}",8,Aston Martin V8 Vantage Convertible 2012
01853.jpg,"{'x1': np.uint16(270), 'y1': np.uint16(320), 'x2': np.uint16(999), 'y2': np.uint16(763)}",194,Volvo 240 Sedan 1993
01854.jpg,"{'x1': np.uint8(82), 'y1': np.uint8(53), 'x2': np.uint16(323), 'y2': np.uint8(173)}",35,BMW M5 Sedan 2010
01855.jpg,"{'x1': np.uint8(81), 'y1': np.uint8(171), 'x2': np.uint16(582), 'y2': np.uint16(452)}",115,Ford Focus Sedan 2007
01856.jpg,"{'x1': np.uint8(49), 'y1': np.uint8(124), 'x2': np.uint16(453), 'y2': np.uint16(280)}",121,GMC Acadia SUV 2012
01857.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(77), 'x2': np.uint16(267), 'y2': np.uint8(180)}",44,Bentley Continental Flying Spur Sedan 2007
01858.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(61), 'x2': np.uint16(1023), 'y2': np.uint16(478)}",181,Suzuki Aerio Sedan 2007
01859.jpg,"{'x1': np.uint8(114), 'y1': np.uint8(11), 'x2': np.uint16(542), 'y2': np.uint16(414)}",172,Plymouth Neon Coupe 1999
01860.jpg,"{'x1': np.uint8(67), 'y1': np.uint8(119), 'x2': np.uint16(601), 'y2': np.uint16(406)}",191,Volkswagen Golf Hatchback 1991
01861.jpg,"{'x1': np.uint8(13), 'y1': np.uint8(42), 'x2': np.uint16(497), 'y2': np.uint16(366)}",148,Jeep Grand Cherokee SUV 2012
01862.jpg,"{'x1': np.uint8(20), 'y1': np.uint8(103), 'x2': np.uint16(602), 'y2': np.uint16(354)}",102,Ferrari California Convertible 2012
01863.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(60), 'x2': np.uint16(263), 'y2': np.uint8(183)}",127,Honda Odyssey Minivan 2007
01864.jpg,"{'x1': np.uint8(64), 'y1': np.uint8(202), 'x2': np.uint16(898), 'y2': np.uint16(574)}",6,Acura Integra Type R 2001
01865.jpg,"{'x1': np.uint8(19), 'y1': np.uint8(83), 'x2': np.uint16(631), 'y2': np.uint16(404)}",191,Volkswagen Golf Hatchback 1991
01866.jpg,"{'x1': np.uint16(364), 'y1': np.uint16(343), 'x2': np.uint16(720), 'y2': np.uint16(543)}",99,FIAT 500 Abarth 2012
01867.jpg,"{'x1': np.uint8(108), 'y1': np.uint8(8), 'x2': np.uint16(466), 'y2': np.uint16(268)}",195,Volvo XC90 SUV 2007
01868.jpg,"{'x1': np.uint8(78), 'y1': np.uint8(63), 'x2': np.uint16(564), 'y2': np.uint16(344)}",26,BMW ActiveHybrid 5 Sedan 2012
01869.jpg,"{'x1': np.uint8(21), 'y1': np.uint8(34), 'x2': np.uint8(251), 'y2': np.uint8(171)}",122,GMC Canyon Extended Cab 2012
01870.jpg,"{'x1': np.uint8(178), 'y1': np.uint16(424), 'x2': np.uint16(1828), 'y2': np.uint16(1090)}",3,Acura TL Sedan 2012
01871.jpg,"{'x1': np.uint8(43), 'y1': np.uint8(51), 'x2': np.uint8(232), 'y2': np.uint8(144)}",40,Bentley Arnage Sedan 2009
01872.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(29), 'x2': np.uint16(615), 'y2': np.uint16(377)}",177,Rolls-Royce Phantom Sedan 2012
01873.jpg,"{'x1': np.uint8(223), 'y1': np.uint8(160), 'x2': np.uint16(1420), 'y2': np.uint16(907)}",107,Ford Mustang Convertible 2007
01874.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(34), 'x2': np.uint8(231), 'y2': np.uint8(163)}",70,Chevrolet Silverado 1500 Classic Extended Cab 2007
01875.jpg,"{'x1': np.uint8(68), 'y1': np.uint8(197), 'x2': np.uint16(1238), 'y2': np.uint16(721)}",167,Mitsubishi Lancer Sedan 2012
01876.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(101), 'x2': np.uint16(618), 'y2': np.uint16(419)}",49,Buick Verano Sedan 2012
01877.jpg,"{'x1': np.uint8(43), 'y1': np.uint8(101), 'x2': np.uint16(961), 'y2': np.uint16(612)}",15,Audi R8 Coupe 2012
01878.jpg,"{'x1': np.uint8(64), 'y1': np.uint8(110), 'x2': np.uint16(738), 'y2': np.uint16(529)}",132,Hyundai Tucson SUV 2012
01879.jpg,"{'x1': np.uint8(25), 'y1': np.uint8(44), 'x2': np.uint16(608), 'y2': np.uint16(292)}",31,BMW 6 Series Convertible 2007
01880.jpg,"{'x1': np.uint8(120), 'y1': np.uint16(324), 'x2': np.uint16(890), 'y2': np.uint16(731)}",14,Audi TTS Coupe 2012
01881.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(34), 'x2': np.uint16(429), 'y2': np.uint16(258)}",67,Chevrolet Malibu Hybrid Sedan 2010
01882.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(103), 'x2': np.uint16(620), 'y2': np.uint16(368)}",118,GMC Terrain SUV 2012
01883.jpg,"{'x1': np.uint8(36), 'y1': np.uint8(146), 'x2': np.uint16(558), 'y2': np.uint16(342)}",22,Audi S5 Coupe 2012
01884.jpg,"{'x1': np.uint8(55), 'y1': np.uint8(95), 'x2': np.uint16(600), 'y2': np.uint16(410)}",69,Chevrolet Silverado 2500HD Regular Cab 2012
01885.jpg,"{'x1': np.uint8(67), 'y1': np.uint8(57), 'x2': np.uint16(560), 'y2': np.uint16(411)}",130,Hyundai Veloster Hatchback 2012
01886.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(25), 'x2': np.uint16(320), 'y2': np.uint8(225)}",100,FIAT 500 Convertible 2012
01887.jpg,"{'x1': np.uint8(97), 'y1': np.uint16(326), 'x2': np.uint16(1519), 'y2': np.uint16(927)}",112,Ford GT Coupe 2006
01888.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(114), 'x2': np.uint16(688), 'y2': np.uint16(406)}",78,Chrysler Town and Country Minivan 2012
01889.jpg,"{'x1': np.uint8(157), 'y1': np.uint8(153), 'x2': np.uint16(392), 'y2': np.uint16(310)}",100,FIAT 500 Convertible 2012
01890.jpg,"{'x1': np.uint8(210), 'y1': np.uint16(382), 'x2': np.uint16(1134), 'y2': np.uint16(716)}",26,BMW ActiveHybrid 5 Sedan 2012
01891.jpg,"{'x1': np.uint8(56), 'y1': np.uint8(95), 'x2': np.uint16(627), 'y2': np.uint16(368)}",2,Acura RL Sedan 2012
01892.jpg,"{'x1': np.uint8(42), 'y1': np.uint8(47), 'x2': np.uint16(292), 'y2': np.uint8(192)}",37,BMW X3 SUV 2012
01893.jpg,"{'x1': np.uint8(84), 'y1': np.uint8(86), 'x2': np.uint16(571), 'y2': np.uint16(348)}",119,GMC Savana Van 2012
01894.jpg,"{'x1': np.uint8(51), 'y1': np.uint8(84), 'x2': np.uint16(616), 'y2': np.uint16(398)}",137,Hyundai Genesis Sedan 2012
01895.jpg,"{'x1': np.uint8(76), 'y1': np.uint8(181), 'x2': np.uint16(938), 'y2': np.uint16(748)}",76,Chrysler Aspen SUV 2009
01896.jpg,"{'x1': np.uint8(107), 'y1': np.uint8(7), 'x2': np.uint16(679), 'y2': np.uint16(258)}",155,Land Rover LR2 SUV 2012
01897.jpg,"{'x1': np.uint8(28), 'y1': np.uint8(172), 'x2': np.uint16(961), 'y2': np.uint16(767)}",114,Ford F-150 Regular Cab 2007
01898.jpg,"{'x1': np.uint8(246), 'y1': np.uint8(169), 'x2': np.uint16(589), 'y2': np.uint16(353)}",49,Buick Verano Sedan 2012
01899.jpg,"{'x1': np.uint8(20), 'y1': np.uint8(90), 'x2': np.uint16(632), 'y2': np.uint16(339)}",135,Hyundai Elantra Sedan 2007
01900.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(15), 'x2': np.uint16(277), 'y2': np.uint8(157)}",115,Ford Focus Sedan 2007
01901.jpg,"{'x1': np.uint8(56), 'y1': np.uint8(92), 'x2': np.uint16(446), 'y2': np.uint16(327)}",7,Acura ZDX Hatchback 2012
01902.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(77), 'x2': np.uint16(449), 'y2': np.uint8(233)}",122,GMC Canyon Extended Cab 2012
01903.jpg,"{'x1': np.uint8(154), 'y1': np.uint16(277), 'x2': np.uint16(1453), 'y2': np.uint16(979)}",85,Dodge Caravan Minivan 1997
01904.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(20), 'x2': np.uint8(193), 'y2': np.uint8(140)}",76,Chrysler Aspen SUV 2009
01905.jpg,"{'x1': np.uint8(25), 'y1': np.uint8(98), 'x2': np.uint16(617), 'y2': np.uint16(386)}",69,Chevrolet Silverado 2500HD Regular Cab 2012
01906.jpg,"{'x1': np.uint8(9), 'y1': np.uint8(28), 'x2': np.uint8(247), 'y2': np.uint8(179)}",76,Chrysler Aspen SUV 2009
01907.jpg,"{'x1': np.uint8(45), 'y1': np.uint8(8), 'x2': np.uint8(233), 'y2': np.uint8(178)}",111,Ford Ranger SuperCab 2011
01908.jpg,"{'x1': np.uint8(12), 'y1': np.uint8(23), 'x2': np.uint16(787), 'y2': np.uint16(365)}",194,Volvo 240 Sedan 1993
01909.jpg,"{'x1': np.uint8(185), 'y1': np.uint8(132), 'x2': np.uint16(1015), 'y2': np.uint16(677)}",38,BMW Z4 Convertible 2012
01910.jpg,"{'x1': np.uint8(83), 'y1': np.uint8(68), 'x2': np.uint16(551), 'y2': np.uint8(237)}",168,Nissan Leaf Hatchback 2012
01911.jpg,"{'x1': np.uint8(91), 'y1': np.uint8(175), 'x2': np.uint16(567), 'y2': np.uint16(410)}",6,Acura Integra Type R 2001
01912.jpg,"{'x1': np.uint8(45), 'y1': np.uint8(50), 'x2': np.uint16(262), 'y2': np.uint8(165)}",119,GMC Savana Van 2012
01913.jpg,"{'x1': np.uint8(74), 'y1': np.uint8(84), 'x2': np.uint16(963), 'y2': np.uint16(567)}",188,Toyota Corolla Sedan 2012
01914.jpg,"{'x1': np.uint8(49), 'y1': np.uint8(43), 'x2': np.uint8(212), 'y2': np.uint8(153)}",116,Ford E-Series Wagon Van 2012
01915.jpg,"{'x1': np.uint8(51), 'y1': np.uint8(117), 'x2': np.uint16(441), 'y2': np.uint16(288)}",136,Hyundai Accent Sedan 2012
01916.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(119), 'x2': np.uint16(494), 'y2': np.uint16(276)}",39,Bentley Continental Supersports Conv. Convertible 2012
01917.jpg,"{'x1': np.uint8(38), 'y1': np.uint8(22), 'x2': np.uint16(790), 'y2': np.uint16(450)}",132,Hyundai Tucson SUV 2012
01918.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(3), 'x2': np.uint8(135), 'y2': np.uint8(86)}",1,AM General Hummer SUV 2000
01919.jpg,"{'x1': np.uint8(26), 'y1': np.uint8(133), 'x2': np.uint16(618), 'y2': np.uint16(347)}",36,BMW M6 Convertible 2010
01920.jpg,"{'x1': np.uint8(118), 'y1': np.uint8(8), 'x2': np.uint16(790), 'y2': np.uint16(598)}",116,Ford E-Series Wagon Van 2012
01921.jpg,"{'x1': np.uint8(28), 'y1': np.uint8(86), 'x2': np.uint16(345), 'y2': np.uint8(215)}",70,Chevrolet Silverado 1500 Classic Extended Cab 2007
01922.jpg,"{'x1': np.uint8(112), 'y1': np.uint16(274), 'x2': np.uint16(1534), 'y2': np.uint16(886)}",182,Suzuki Kizashi Sedan 2012
01923.jpg,"{'x1': np.uint8(64), 'y1': np.uint8(246), 'x2': np.uint16(955), 'y2': np.uint16(590)}",112,Ford GT Coupe 2006
01924.jpg,"{'x1': np.uint16(331), 'y1': np.uint16(486), 'x2': np.uint16(1212), 'y2': np.uint16(917)}",159,Mazda Tribute SUV 2011
01925.jpg,"{'x1': np.uint8(29), 'y1': np.uint8(86), 'x2': np.uint16(614), 'y2': np.uint16(456)}",78,Chrysler Town and Country Minivan 2012
01926.jpg,"{'x1': np.uint8(10), 'y1': np.uint8(53), 'x2': np.uint16(631), 'y2': np.uint16(294)}",103,Ferrari 458 Italia Convertible 2012
01927.jpg,"{'x1': np.uint8(29), 'y1': np.uint8(108), 'x2': np.uint16(606), 'y2': np.uint16(416)}",109,Ford Expedition EL SUV 2009
01928.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(49), 'x2': np.uint8(234), 'y2': np.uint8(141)}",92,Dodge Magnum Wagon 2008
01929.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(166), 'x2': np.uint16(488), 'y2': np.uint16(383)}",43,Bentley Continental GT Coupe 2007
01930.jpg,"{'x1': np.uint8(74), 'y1': np.uint8(43), 'x2': np.uint16(839), 'y2': np.uint16(490)}",187,Toyota Camry Sedan 2012
01931.jpg,"{'x1': np.uint8(94), 'y1': np.uint8(235), 'x2': np.uint16(571), 'y2': np.uint16(486)}",136,Hyundai Accent Sedan 2012
01932.jpg,"{'x1': np.uint8(61), 'y1': np.uint8(67), 'x2': np.uint16(570), 'y2': np.uint16(344)}",52,Cadillac SRX SUV 2012
01933.jpg,"{'x1': np.uint8(96), 'y1': np.uint8(144), 'x2': np.uint16(652), 'y2': np.uint16(394)}",47,Buick Regal GS 2012
01934.jpg,"{'x1': np.uint8(83), 'y1': np.uint16(322), 'x2': np.uint16(1415), 'y2': np.uint16(773)}",105,Fisker Karma Sedan 2012
01935.jpg,"{'x1': np.uint8(171), 'y1': np.uint8(179), 'x2': np.uint16(544), 'y2': np.uint16(381)}",43,Bentley Continental GT Coupe 2007
01936.jpg,"{'x1': np.uint8(78), 'y1': np.uint8(99), 'x2': np.uint16(736), 'y2': np.uint16(438)}",146,Jeep Wrangler SUV 2012
01937.jpg,"{'x1': np.uint8(212), 'y1': np.uint8(192), 'x2': np.uint16(578), 'y2': np.uint16(332)}",103,Ferrari 458 Italia Convertible 2012
01938.jpg,"{'x1': np.uint8(28), 'y1': np.uint8(42), 'x2': np.uint16(474), 'y2': np.uint16(341)}",70,Chevrolet Silverado 1500 Classic Extended Cab 2007
01939.jpg,"{'x1': np.uint8(37), 'y1': np.uint8(87), 'x2': np.uint16(463), 'y2': np.uint16(298)}",78,Chrysler Town and Country Minivan 2012
01940.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(7), 'x2': np.uint8(200), 'y2': np.uint8(125)}",177,Rolls-Royce Phantom Sedan 2012
01941.jpg,"{'x1': np.uint8(135), 'y1': np.uint16(753), 'x2': np.uint16(2152), 'y2': np.uint16(1461)}",74,Chevrolet Silverado 1500 Extended Cab 2012
01942.jpg,"{'x1': np.uint8(13), 'y1': np.uint8(49), 'x2': np.uint16(393), 'y2': np.uint16(275)}",127,Honda Odyssey Minivan 2007
01943.jpg,"{'x1': np.uint8(32), 'y1': np.uint16(322), 'x2': np.uint16(809), 'y2': np.uint16(652)}",84,Dodge Caliber Wagon 2007
01944.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(54), 'x2': np.uint16(288), 'y2': np.uint8(189)}",13,Audi A5 Coupe 2012
01945.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(17), 'x2': np.uint16(262), 'y2': np.uint8(151)}",48,Buick Rainier SUV 2007
01946.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(31), 'x2': np.uint16(289), 'y2': np.uint8(178)}",78,Chrysler Town and Country Minivan 2012
01947.jpg,"{'x1': np.uint8(3), 'y1': np.uint8(89), 'x2': np.uint16(300), 'y2': np.uint16(260)}",86,Dodge Ram Pickup 3500 Crew Cab 2010
01948.jpg,"{'x1': np.uint8(55), 'y1': np.uint8(110), 'x2': np.uint16(454), 'y2': np.uint16(280)}",25,Audi TT RS Coupe 2012
01949.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(1), 'x2': np.uint16(379), 'y2': np.uint8(221)}",71,Chevrolet Express Van 2007
01950.jpg,"{'x1': np.uint8(80), 'y1': np.uint8(123), 'x2': np.uint16(419), 'y2': np.uint16(293)}",163,Mercedes-Benz SL-Class Coupe 2009
01951.jpg,"{'x1': np.uint8(55), 'y1': np.uint8(49), 'x2': np.uint16(669), 'y2': np.uint16(294)}",110,Ford Edge SUV 2012
01952.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(31), 'x2': np.uint16(490), 'y2': np.uint16(266)}",1,AM General Hummer SUV 2000
01953.jpg,"{'x1': np.uint8(61), 'y1': np.uint16(368), 'x2': np.uint16(1223), 'y2': np.uint16(836)}",56,Chevrolet Corvette ZR1 2012
01954.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(121), 'x2': np.uint16(550), 'y2': np.uint16(344)}",19,Audi TT Hatchback 2011
01955.jpg,"{'x1': np.uint16(334), 'y1': np.uint16(551), 'x2': np.uint16(1260), 'y2': np.uint16(1014)}",140,Hyundai Azera Sedan 2012
